tool,rule_id,name,category,kind,cwes,severity,file,line,message
Semgrep,python.flask.security.audit.secure-set-cookie.secure-set-cookie,python.flask.security.audit.secure-set-cookie.secure-set-cookie,Cookie Security,security,CWE-614,Medium,dockerized_labs/broken_auth_lab/app.py,49,"Found a Flask cookie with insecurely configured properties.  By default the secure, httponly and samesite ar configured insecurely. cookies should be handled securely by setting `secure=True`, `httponly=True`, and `samesite='Lax'` in response.set_cookie(...). If these parameters are not properly set, your cookies are not properly protected and are at risk of being stolen by an attacker. Include the `secure=True`, `httponly=True`, `samesite='Lax'` arguments or set these to be true in the Flask configuration."
Semgrep,python.flask.security.audit.secure-set-cookie.secure-set-cookie,python.flask.security.audit.secure-set-cookie.secure-set-cookie,Cookie Security,security,CWE-614,Medium,dockerized_labs/broken_auth_lab/app.py,51,"Found a Flask cookie with insecurely configured properties.  By default the secure, httponly and samesite ar configured insecurely. cookies should be handled securely by setting `secure=True`, `httponly=True`, and `samesite='Lax'` in response.set_cookie(...). If these parameters are not properly set, your cookies are not properly protected and are at risk of being stolen by an attacker. Include the `secure=True`, `httponly=True`, `samesite='Lax'` arguments or set these to be true in the Flask configuration."
Semgrep,python.lang.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5,python.lang.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5,Weak Cryptography,security,CWE-327,Medium,dockerized_labs/broken_auth_lab/app.py,86,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.
Semgrep,python.flask.security.audit.app-run-param-config.avoid_app_run_with_bad_host,python.flask.security.audit.app-run-param-config.avoid_app_run_with_bad_host,Framework Misconfiguration,security,CWE-668,Medium,dockerized_labs/broken_auth_lab/app.py,123,Running flask app with host 0.0.0.0 could expose the server publicly.
Semgrep,python.flask.security.audit.debug-enabled.debug-enabled,python.flask.security.audit.debug-enabled.debug-enabled,Framework Misconfiguration,security,CWE-489,Medium,dockerized_labs/broken_auth_lab/app.py,123,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,dockerized_labs/broken_auth_lab/templates/lab.html,13,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,dockerized_labs/broken_auth_lab/templates/lab.html,29,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,dockerized_labs/broken_auth_lab/templates/lab.html,40,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,dockerized_labs/broken_auth_lab/templates/reset.html,13,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,dockerfile.security.missing-user.missing-user,dockerfile.security.missing-user.missing-user,Framework Misconfiguration,security,CWE-250,High,dockerized_labs/insec_des_lab/Dockerfile,15,"By not specifying a USER, a program in the container may run as 'root'. This is a security hazard. If an attacker can control a process running as root, they may have control over the container. Ensure that the last USER in a Dockerfile is a USER other than 'root'."
Semgrep,python.flask.security.insecure-deserialization.insecure-deserialization,python.flask.security.insecure-deserialization.insecure-deserialization,Insecure Deserialization,security,CWE-502,High,dockerized_labs/insec_des_lab/main.py,27,"Detected the use of an insecure deserialization library in a Flask route. These libraries are prone to code execution vulnerabilities. Ensure user data does not enter this function. To fix this, try to avoid serializing whole objects. Consider instead using a serializer such as JSON."
Semgrep,python.lang.security.deserialization.pickle.avoid-pickle,python.lang.security.deserialization.pickle.avoid-pickle,Insecure Deserialization,security,CWE-502,Medium,dockerized_labs/insec_des_lab/main.py,27,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format."
Semgrep,python.flask.security.insecure-deserialization.insecure-deserialization,python.flask.security.insecure-deserialization.insecure-deserialization,Insecure Deserialization,security,CWE-502,High,dockerized_labs/insec_des_lab/main.py,36,"Detected the use of an insecure deserialization library in a Flask route. These libraries are prone to code execution vulnerabilities. Ensure user data does not enter this function. To fix this, try to avoid serializing whole objects. Consider instead using a serializer such as JSON."
Semgrep,python.lang.security.deserialization.pickle.avoid-pickle,python.lang.security.deserialization.pickle.avoid-pickle,Insecure Deserialization,security,CWE-502,Medium,dockerized_labs/insec_des_lab/main.py,36,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format."
Semgrep,python.flask.security.audit.app-run-param-config.avoid_app_run_with_bad_host,python.flask.security.audit.app-run-param-config.avoid_app_run_with_bad_host,Framework Misconfiguration,security,CWE-668,Medium,dockerized_labs/insec_des_lab/main.py,51,Running flask app with host 0.0.0.0 could expose the server publicly.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,dockerized_labs/insec_des_lab/templates/index.html,61,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,dockerized_labs/insec_des_lab/templates/index.html,69,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,dockerfile.security.missing-user-entrypoint.missing-user-entrypoint,dockerfile.security.missing-user-entrypoint.missing-user-entrypoint,Framework Misconfiguration,security,CWE-269,High,dockerized_labs/sensitive_data_exposure/Dockerfile,18,"By not specifying a USER, a program in the container may run as 'root'. This is a security hazard. If an attacker can control a process running as root, they may have control over the container. Ensure that the last USER in a Dockerfile is a USER other than 'root'."
Semgrep,dockerfile.security.missing-user.missing-user,dockerfile.security.missing-user.missing-user,Framework Misconfiguration,security,CWE-250,High,dockerized_labs/sensitive_data_exposure/Dockerfile,19,"By not specifying a USER, a program in the container may run as 'root'. This is a security hazard. If an attacker can control a process running as root, they may have control over the container. Ensure that the last USER in a Dockerfile is a USER other than 'root'."
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,dockerized_labs/sensitive_data_exposure/templates/login.html,54,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.flask.security.xss.audit.template-unescaped-with-safe.template-unescaped-with-safe,python.flask.security.xss.audit.template-unescaped-with-safe.template-unescaped-with-safe,Cross-Site Scripting,security,CWE-79,Medium,dockerized_labs/sensitive_data_exposure/templates/login.html,59,"Detected a segment of a Flask template where autoescaping is explicitly disabled with '| safe' filter. This allows rendering of raw HTML in this segment. Ensure no user data is rendered here, otherwise this is a cross-site scripting (XSS) vulnerability."
Semgrep,python.flask.security.xss.audit.template-unescaped-with-safe.template-unescaped-with-safe,python.flask.security.xss.audit.template-unescaped-with-safe.template-unescaped-with-safe,Cross-Site Scripting,security,CWE-79,Medium,dockerized_labs/sensitive_data_exposure/templates/login.html,64,"Detected a segment of a Flask template where autoescaping is explicitly disabled with '| safe' filter. This allows rendering of raw HTML in this segment. Ensure no user data is rendered here, otherwise this is a cross-site scripting (XSS) vulnerability."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/apis.py,22,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/apis.py,59,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.injection.request-data-write.request-data-write,python.django.security.injection.request-data-write.request-data-write,Dangerous File Write,security,CWE-93,Medium,introduction/apis.py,64,"Found user-controlled request data passed into '.write(...)'. This could be dangerous if a malicious actor is able to control data into sensitive files. For example, a malicious actor could force rolling of critical log files, or cause a denial-of-service by using up available disk space. Instead, ensure that request data is properly escaped or sanitized."
Semgrep,python.django.security.injection.request-data-write.request-data-write,python.django.security.injection.request-data-write.request-data-write,Dangerous File Write,security,CWE-93,Medium,introduction/apis.py,65,"Found user-controlled request data passed into '.write(...)'. This could be dangerous if a malicious actor is able to control data into sensitive files. For example, a malicious actor could force rolling of critical log files, or cause a denial-of-service by using up available disk space. Instead, ensure that request data is properly escaped or sanitized."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/apis.py,93,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/apis.py,112,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/apis.py,125,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.injection.request-data-write.request-data-write,python.django.security.injection.request-data-write.request-data-write,Dangerous File Write,security,CWE-93,Medium,introduction/apis.py,130,"Found user-controlled request data passed into '.write(...)'. This could be dangerous if a malicious actor is able to control data into sensitive files. For example, a malicious actor could force rolling of critical log files, or cause a denial-of-service by using up available disk space. Instead, ensure that request data is properly escaped or sanitized."
Semgrep,python.lang.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5,python.lang.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5,Weak Cryptography,security,CWE-327,Medium,introduction/mitre.py,161,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.
Semgrep,python.lang.security.audit.md5-used-as-password.md5-used-as-password,python.lang.security.audit.md5-used-as-password.md5-used-as-password,Weak Cryptography,security,CWE-327,Medium,introduction/mitre.py,161,It looks like MD5 is used as a password hash. MD5 is not considered a secure password hash because it can be cracked by an attacker in a short amount of time. Use a suitable password hashing function such as scrypt. You can use `hashlib.scrypt`.
Semgrep,python.jwt.security.jwt-hardcode.jwt-python-hardcoded-secret,python.jwt.security.jwt-hardcode.jwt-python-hardcoded-secret,Hardcoded Credentials,security,CWE-522,High,introduction/mitre.py,169,Hardcoded JWT secret or private key is used. This is a Insufficiently Protected Credentials weakness: https://cwe.mitre.org/data/definitions/522.html Consider using an appropriate security mechanism to protect the credentials (e.g. keeping secrets in environment variables)
Semgrep,python.django.security.audit.secure-cookies.django-secure-set-cookie,python.django.security.audit.secure-cookies.django-secure-set-cookie,Cookie Security,security,CWE-614,Medium,introduction/mitre.py,171,"Django cookies should be handled securely by setting secure=True, httponly=True, and samesite='Lax' in response.set_cookie(...). If your situation calls for different settings, explicitly disable the setting. If you want to send the cookie over http, set secure=False. If you want to let client-side JavaScript read the cookie, set httponly=False. If you want to attach cookies to requests for external sites, set samesite=None."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/mitre.py,176,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/mitre.py,214,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.injection.code.user-eval.user-eval,python.django.security.injection.code.user-eval.user-eval,Code Injection,security,CWE-95,Medium,introduction/mitre.py,217,"Found user data in a call to 'eval'. This is extremely dangerous because it can enable an attacker to execute arbitrary remote code on the system. Instead, refactor your code to not use 'eval' and instead use a safe library for the specific functionality you need."
Semgrep,python.lang.security.audit.eval-detected.eval-detected,python.lang.security.audit.eval-detected.eval-detected,Code Injection,security,CWE-95,Medium,introduction/mitre.py,218,"Detected the use of eval(). eval() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources."
Semgrep,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,Command Injection,security,CWE-78,High,introduction/mitre.py,233,"Found 'subprocess' function 'Popen' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/mitre.py,237,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/playground/A9/api.py,7,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/playground/A9/archive.py,7,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,introduction/templates/Lab/A9/a9_lab.html,10,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,introduction/templates/Lab/A9/a9_lab2.html,21,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,generic.html-templates.security.var-in-script-tag.var-in-script-tag,generic.html-templates.security.var-in-script-tag.var-in-script-tag,Cross-Site Scripting,security,CWE-79,Medium,introduction/templates/Lab/A9/a9_lab2.html,91,"Detected a template variable used in a script tag. Although template variables are HTML escaped, HTML escaping does not always prevent cross-site scripting (XSS) attacks when used directly in JavaScript. If you need this data on the rendered page, consider placing it in the HTML portion (outside of a script tag). Alternatively, use a JavaScript-specific encoder, such as the one available in OWASP ESAPI. For Django, you may also consider using the 'json_script' template tag and retrieving the data in your script by using the element ID (e.g., `document.getElementById`)."
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,introduction/templates/Lab/BrokenAccess/ba_lab.html,11,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,introduction/templates/Lab/BrokenAuth/otp.html,18,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,introduction/templates/Lab/CMD/cmd_lab.html,9,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,introduction/templates/Lab/CMD/cmd_lab2.html,9,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.flask.security.xss.audit.template-unescaped-with-safe.template-unescaped-with-safe,python.flask.security.xss.audit.template-unescaped-with-safe.template-unescaped-with-safe,Cross-Site Scripting,security,CWE-79,Medium,introduction/templates/Lab/XSS/xss_lab.html,27,"Detected a segment of a Flask template where autoescaping is explicitly disabled with '| safe' filter. This allows rendering of raw HTML in this segment. Ensure no user data is rendered here, otherwise this is a cross-site scripting (XSS) vulnerability."
Semgrep,python.flask.security.xss.audit.template-unescaped-with-safe.template-unescaped-with-safe,python.flask.security.xss.audit.template-unescaped-with-safe.template-unescaped-with-safe,Cross-Site Scripting,security,CWE-79,Medium,introduction/templates/Lab/XSS/xss_lab_2.html,20,"Detected a segment of a Flask template where autoescaping is explicitly disabled with '| safe' filter. This allows rendering of raw HTML in this segment. Ensure no user data is rendered here, otherwise this is a cross-site scripting (XSS) vulnerability."
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,introduction/templates/Lab/ssrf/ssrf_discussion.html,125,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,introduction/templates/Lab/ssrf/ssrf_discussion.html,130,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,introduction/templates/Lab/ssrf/ssrf_discussion.html,135,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,introduction/templates/Lab/ssrf/ssrf_discussion.html,140,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.flask.security.xss.audit.template-unescaped-with-safe.template-unescaped-with-safe,python.flask.security.xss.audit.template-unescaped-with-safe.template-unescaped-with-safe,Cross-Site Scripting,security,CWE-79,Medium,introduction/templates/Lab/ssrf/ssrf_lab2.html,23,"Detected a segment of a Flask template where autoescaping is explicitly disabled with '| safe' filter. This allows rendering of raw HTML in this segment. Ensure no user data is rendered here, otherwise this is a cross-site scripting (XSS) vulnerability."
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,introduction/templates/Lab_2021/A1_BrokenAccessControl/broken_access_lab_1.html,11,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,python.django.security.django-no-csrf-token.django-no-csrf-token,python.django.security.django-no-csrf-token.django-no-csrf-token,CSRF,security,CWE-352,Medium,introduction/templates/Lab_2021/A1_BrokenAccessControl/broken_access_lab_2.html,11,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.
Semgrep,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var,Cross-Site Scripting,security,CWE-79,Medium,introduction/templates/Lab_2021/A3_Injection/ssti_lab.html,13,"Detected a unquoted template variable as an attribute. If unquoted, a malicious actor could inject custom JavaScript handlers. To fix this, add quotes around the template expression, like this: ""{{ expr }}""."
Semgrep,python.flask.security.xss.audit.template-unescaped-with-safe.template-unescaped-with-safe,python.flask.security.xss.audit.template-unescaped-with-safe.template-unescaped-with-safe,Cross-Site Scripting,security,CWE-79,Medium,introduction/templates/Lab_2021/A8_software_and_data_integrity_failure/lab2.html,11,"Detected a segment of a Flask template where autoescaping is explicitly disabled with '| safe' filter. This allows rendering of raw HTML in this segment. Ensure no user data is rendered here, otherwise this is a cross-site scripting (XSS) vulnerability."
Semgrep,python.lang.security.use-defused-xml.use-defused-xml,python.lang.security.use-defused-xml.use-defused-xml,XXE,security,CWE-611,High,introduction/views.py,17,"The Python documentation recommends using `defusedxml` instead of `xml` because the native Python `xml` library is vulnerable to XML External Entity (XXE) attacks. These attacks can leak confidential data and ""XML bombs"" can cause denial of service."
Semgrep,python.lang.security.use-defused-xml.use-defused-xml,python.lang.security.use-defused-xml.use-defused-xml,XXE,security,CWE-611,High,introduction/views.py,18,"The Python documentation recommends using `defusedxml` instead of `xml` because the native Python `xml` library is vulnerable to XML External Entity (XXE) attacks. These attacks can leak confidential data and ""XML bombs"" can cause denial of service."
Semgrep,python.lang.security.use-defused-xml.use-defused-xml,python.lang.security.use-defused-xml.use-defused-xml,XXE,security,CWE-611,High,introduction/views.py,19,"The Python documentation recommends using `defusedxml` instead of `xml` because the native Python `xml` library is vulnerable to XML External Entity (XXE) attacks. These attacks can leak confidential data and ""XML bombs"" can cause denial of service."
Semgrep,python.django.security.audit.raw-query.avoid-raw-sql,python.django.security.audit.raw-query.avoid-raw-sql,SQL Injection,security,CWE-89,Medium,introduction/views.py,162,"Detected the use of 'RawSQL' or 'raw' indicating the execution of a non-parameterized SQL query. This could lead to a SQL injection and therefore protected information could be leaked. Instead, use Django ORM and parameterized queries before raw SQL. An example of using the Django ORM is: `People.objects.get(name='Bob')`"
Semgrep,python.lang.security.deserialization.pickle.avoid-pickle,python.lang.security.deserialization.pickle.avoid-pickle,Insecure Deserialization,security,CWE-502,Medium,introduction/views.py,202,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format."
Semgrep,python.django.security.audit.secure-cookies.django-secure-set-cookie,python.django.security.audit.secure-cookies.django-secure-set-cookie,Cookie Security,security,CWE-614,Medium,introduction/views.py,211,"Django cookies should be handled securely by setting secure=True, httponly=True, and samesite='Lax' in response.set_cookie(...). If your situation calls for different settings, explicitly disable the setting. If you want to send the cookie over http, set secure=False. If you want to let client-side JavaScript read the cookie, set httponly=False. If you want to attach cookies to requests for external sites, set samesite=None."
Semgrep,python.django.security.audit.avoid-insecure-deserialization.avoid-insecure-deserialization,python.django.security.audit.avoid-insecure-deserialization.avoid-insecure-deserialization,Insecure Deserialization,security,CWE-502,High,introduction/views.py,214,"Avoid using insecure deserialization library, backed by `pickle`, `_pickle`, `cpickle`, `dill`, `shelve`, or `yaml`, which are known to lead to remote code execution vulnerabilities."
Semgrep,python.lang.security.deserialization.pickle.avoid-pickle,python.lang.security.deserialization.pickle.avoid-pickle,Insecure Deserialization,security,CWE-502,Medium,introduction/views.py,214,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,239,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,255,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.secure-cookies.django-secure-set-cookie,python.django.security.audit.secure-cookies.django-secure-set-cookie,Cookie Security,security,CWE-614,Medium,introduction/views.py,291,"Django cookies should be handled securely by setting secure=True, httponly=True, and samesite='Lax' in response.set_cookie(...). If your situation calls for different settings, explicitly disable the setting. If you want to send the cookie over http, set secure=False. If you want to let client-side JavaScript read the cookie, set httponly=False. If you want to attach cookies to requests for external sites, set samesite=None."
Semgrep,python.django.security.audit.secure-cookies.django-secure-set-cookie,python.django.security.audit.secure-cookies.django-secure-set-cookie,Cookie Security,security,CWE-614,Medium,introduction/views.py,305,"Django cookies should be handled securely by setting secure=True, httponly=True, and samesite='Lax' in response.set_cookie(...). If your situation calls for different settings, explicitly disable the setting. If you want to send the cookie over http, set secure=False. If you want to let client-side JavaScript read the cookie, set httponly=False. If you want to attach cookies to requests for external sites, set samesite=None."
Semgrep,python.django.security.audit.secure-cookies.django-secure-set-cookie,python.django.security.audit.secure-cookies.django-secure-set-cookie,Cookie Security,security,CWE-614,Medium,introduction/views.py,319,"Django cookies should be handled securely by setting secure=True, httponly=True, and samesite='Lax' in response.set_cookie(...). If your situation calls for different settings, explicitly disable the setting. If you want to send the cookie over http, set secure=False. If you want to let client-side JavaScript read the cookie, set httponly=False. If you want to attach cookies to requests for external sites, set samesite=None."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,335,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,341,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,414,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.injection.command.subprocess-injection.subprocess-injection,python.django.security.injection.command.subprocess-injection.subprocess-injection,Command Injection,security,CWE-78,High,introduction/views.py,430,"Detected user input entering a `subprocess` call unsafely. This could result in a command injection vulnerability. An attacker could use this vulnerability to execute arbitrary commands on the host, which allows them to download malware, scan sensitive data, or run any command they wish on the server. Do not let users choose the command to run. In general, prefer to use Python API versions of system commands. If you must use subprocess, use a dictionary to allowlist a set of commands."
Semgrep,python.lang.security.dangerous-subprocess-use.dangerous-subprocess-use,python.lang.security.dangerous-subprocess-use.dangerous-subprocess-use,Command Injection,security,CWE-78,High,introduction/views.py,431,Detected subprocess function 'cmd_lab' with user controlled data. A malicious actor could leverage this to perform command injection. You may consider using 'shlex.escape()'.
Semgrep,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,Command Injection,security,CWE-78,High,introduction/views.py,432,"Found 'subprocess' function 'Popen' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead."
